Name,Country,Start year,End year,Proven victims,Possible victims,Notes
"""Charlie Chop-off""",United States,1972.0,1973.0,3.0,4.0,"Unidentified assailant who attacked young black and Puerto Rican boys and mutilated their genitals with a straight razor, killing three and leaving one castrated. Another suspected victim was killed but did not have his genitals mutilated. A single suspect was arrested for attempting to abduct another boy, confessed to one of the murders and was hesitantly identified by the surviving victim, but was found unfit for trial and may have been in a mental hospital during the murders."
François Vérove,France,1986.0,1994.0,3.0,6.0,"Nicknamed ""Le Grêlé"" (""the pockmarked man""), Verove a former police officer is blamed for four murders and a series of rapes since 1986. His confessed was found on his suicide note alongside body after he killed himself in 2021. The crimes include the 1986 murder of an 11-year-old child, Cécile Bloch, in Paris."
Louise Peete,United States,1912.0,1942.0,3.0,3.0,"Convicted of murdering a man and woman decades apart, four other acquaintances died suspiciously and four husbands committed suicide."
Westley Allan Dodd,United States,1989.0,1998.0,3.0,3.0,"Dodd had an extensive arrest record for molesting children by the time his behavior escalated to include murder. Refusing to appeal his death sentence, he stated that he ""should be punished to the full extent of the law, as should all sex offenders and murderers"", and that if he ever escaped, he would immediately return to ""killing and raping kids"". Executed in 1993; his hanging was the first in the United States in 28 years."
Scott Erskine,United States,1989.0,1993.0,3.0,3.0,Convicted of raping and murdering a woman in 1989 and the torture-murders of 2 boys in 1993. May be linked to other murders.
Donald Leroy Evans,United States,1985.0,1991.0,3.0,3.0,"Murdered a young girl and two women. Suspected of another dozen murders but recanted confessions to over 70 more. Stabbed to death by another death row inmate on January 5, 1999."
John Martin,United Kingdom,1995.0,2004.0,3.0,3.0,"(Birth name John Martin Scripps, alias Simon James Davis) While on the run after escaping Britain, Martin killed at least three tourists between 8 and 14 March 1995 and robbed them of their possessions and money: one in Singapore and two in Thailand. He also dismembered their bodies and dumped them in various areas, such as the sea or abandoned places. Martin was also alleged to have killed at least three more people in other countries, such as the US, but these were unconfirmed. He was arrested in Changi Airport when he returned to Singapore on 19 March 1995, and was charged with murder. Martin was found guilty of the one murder he committed in Singapore and thus sentenced to death in November 1995. Martin was executed on 19 April 1996, after he declined to appeal against his sentence."
Richard Evonitz,United States,1996.0,1997.0,3.0,3.0,"Abducted and killed 3 girls in Spotsylvania County, Virginia in 1996 and 1997"
Harvey Carignan,United States,1949.0,1974.0,3.0,3.0,"Serving a life sentence at the Minnesota Correctional Facility – Faribault for the murders of two women. He had been previously convicted for a 1949 rape and murder he committed while stationed in the U.S. Army, in Anchorage, Alaska."
John Joubert,United States,1982.0,1983.0,3.0,3.0,Joubert killed a young boy in Maine and two boys in Nebraska. He was executed by the State of Nebraska in 1996.
Akku Yadav,India,,2004.0,3.0,3.0,Murdered at least three people and dumped their bodies on the railroad tracks; lynched by a mob of around 200 women.
Michael Madison,United States,2012.0,2013.0,3.0,3.0,"American serial killer from East Cleveland, Ohio who committed at least three murders."
"""Bible John""",United Kingdom,1968.0,1969.0,3.0,3.0,"Unidentified serial killer who murdered three women in Glasgow, Scotland. Convicted serial killer Peter Tobin was suspected in the murders, but has since been eliminated as a suspect."
Andrew Dawson,United Kingdom,1982.0,2010.0,3.0,3.0,"Killed an elderly man during a burglary in 1982. Following his release from prison, he stabbed two of his neighbors to death in separate incidents, describing himself as an ""Angel of Mercy"". He is currently Derby's only serial killer."
Leonarda Cianciulli,Italy,1939.0,1940.0,3.0,3.0,"Murdered three women in the town of Correggio, Reggio Emilia, and turned their bodies into soap and cakes."
Sharon Kinne,United States,1960.0,1964.0,3.0,3.0,Sociopathic serial killer that murdered romantic partners with a handgun. Currently still at large since her escape from prison in 1969.
Ted Kaczynski,United States,1978.0,1995.0,3.0,3.0,"Domestic terrorist and serial bomber known as the ""Unabomber"", Kaczynski was responsible for more than two dozen bombings of universities and one airline bombing from 1978 to 1996, justified by Kaczynski by his philosophy that technological advancements would destroy humanity. Arrested in 1996 due to his brother David recognizing the then unidentified Unabomber's manifesto titled Industrial Society and Its Future as the work of Kaczynski. Died in prison on June 10, 2023."
Leon Dorsey,United States,1994.0,2003.0,3.0,3.0,"Murdered three people from 4 April-11 September 1994. He was serving 60 years for the murder of an Ellis County convenience store employee when surveillance camera footage linked him to the murders of two other people. He was convicted and sentenced to death in June 2000, and executed on 12 August 2008."
Ronald Jebson,United Kingdom,1970.0,1974.0,3.0,3.0,"Jebson, a prolific child molester, was convicted of raping and killing the eight-year-old daughter of acquaintances in 1974. While serving his sentence he pled guilty to molesting and murdering two other children, Susan Blatchford and Gary Hanlon, in 1970."
Charles Albanese,United States,1980.0,1981.0,3.0,3.0,"Albanese poisoned his wife's mother and grandmother and his father with arsenic in order to obtain inheritance money, and unsuccessfully tried to poison his brother and mother. He was sentenced to death in two separate trials and ultimately executed in 1995."
George Chapman,United Kingdom,1897.0,1902.0,3.0,3.0,Poisoned three consecutive mistresses with tartar emetic. Considered the possible identity of Jack the Ripper at the time of his execution (1903).
Martha Rendell,Australia,1907.0,1908.0,3.0,3.0,Killed three stepchildren with hydrochloric acid in the 20th century; last woman to be hanged in Western Australia.
George Joseph Smith,United Kingdom,1912.0,1914.0,3.0,3.0,"Known as ""The Brides in the Bath Murders""; killer of three women. Executed by hanging on August 13, 1915."
Daisy de Melker,South Africa,1923.0,1932.0,3.0,3.0,Poisoner; killed two husbands and one son from 1923 to 1932.
Eddie Leonski,Australia,1942.0,1951.0,3.0,3.0,Confessed to three murders after being picked out of a line of American servicemen by witnesses. Sentenced to death and hanged.
William Heirens,United States,1945.0,1946.0,3.0,3.0,"Burglar who stabbed three females between. Known as ""The Lipstick Killer""."
John Straffen,United Kingdom,1951.0,1952.0,3.0,3.0,Killed his third victim after escaping from the mental hospital where he was recluded for the first two murders. Longest-held prisoner in modern British history at the time of his death in 2007.
Richard Laurence Marquette,United States,1961.0,1975.0,3.0,3.0,"First 11th name on FBI 10 Most Wanted for killing, mutilating and dismembering a woman in 1961; killed two more with same MO upon 1973 release."
Graham Young,United Kingdom,1962.0,1971.0,3.0,3.0,"Called the ""Teacup Poisoner"". Poisoned over 70 people, 3 of whom died."
Charles Schmid,United States,1964.0,1965.0,3.0,3.0,"Known as ""The Pied Piper of Tucson""; murdered three teenage girls in 1964 and 1965 and buried them in the desert."
Lee Roy Martin,United States,1967.0,1968.0,3.0,3.0,"Known as ""The Gaffney Strangler""; killed two women and two girls in South Carolina in 1967 and 1968."
Erwin Hagedorn,East Germany,1969.0,1971.0,3.0,3.0,Killed three boys ages 9 to 12. Was convicted and executed in 1972.
Karl F. Warner,United States,1969.0,1971.0,3.0,3.0,"Convicted of murdering three teenage girls, in two separate incidents, in the San Francisco Bay Area communities of San Jose and Saratoga, he was briefly suspected of being the notorious Zodiac Killer, but was soon ruled out as a suspect in that case."
Howard Arthur Allen,United States,1974.0,1987.0,3.0,3.0,"Killed three elderly people, as well as assault, burglary, and arson. Sentenced to death June 11, 1988."
Trevor Hardy,United Kingdom,1974.0,1976.0,3.0,3.0,"Called ""The Monster of Manchester"". Died in prison in 2012."
Steven David Catlin,United States,1976.0,1984.0,3.0,3.0,Poisoned three people from 1976 to 1984. Sentenced to death in 1990.
Paul Michael Stephani,United States,1980.0,1982.0,3.0,3.0,"Known as ""The Weepy-Voiced Killer""; would call police and ask for help after murders. Killed 3 women in the cities of Saint Paul and Minneapolis, Minnesota."
Dámaso Rodríguez Martín,Spain,1981.0,1991.0,3.0,3.0,"Serial rapist and voyeur known as ""The Warlock"". After being sentenced to 55 years for murdering a man and raping his girlfriend in 1981, he escaped from prison in 1991 and fled to the Anaga mountains in Tenerife, where he killed a couple of German hikers (the woman was also raped). Cornered in an abandoned house, Martín shot himself unsuccessfully and was then shot dead by law enforcement."
Altemio Sanchez,United States,1981.0,2006.0,3.0,3.0,"Known as ""The Bike Path Rapist"" for murdering three women and raping at least 14 others in and around the Buffalo, New York area. Sentenced to 75 years in prison without the possibility of parole."
Gregory Brazel,Australia,1982.0,1990.0,3.0,3.0,Shot dead a woman in 1982 armed robbery and murdered two sex workers in 1990.
Brian Dugan,United States,1983.0,1985.0,3.0,3.0,Convicted of murdering 2 girls and a woman between 1983 and 1985.
Valery Asratyan,Soviet Union,1988.0,1990.0,3.0,3.0,"Raped dozens of women in Moscow, murdering three. Executed."
Francisca Ballesteros,Spain,1990.0,2004.0,3.0,3.0,"""The Black Widow of Valencia"". Poisoned her husband and three children, one of whom survived. Sentenced to 85 years in prison in 2005."
Silvo Plut,"SR Slovenia, Serbia and Montenegro, Slovenia",1990.0,2006.0,3.0,3.0,"After serving 13 years in prison in Slovenia for a rape and murder, Plut murdered a second woman in Serbia in 2004 and fled back to Slovenia, where a Serbian petition of extradition was turned down by the government. Plut was then arrested for attacking a couple (wife died, husband survived) and sentenced to 30 years in prison. Committed suicide in 2007."
Gabriel Garza Hoth,Mexico,1991.0,1998.0,3.0,3.0,"Known as ""The Black Widower"", killed 3 women between 1991 and 1998, his victims were wives and lovers."
Robert Napper,United Kingdom,1992.0,1993.0,3.0,3.0,"Rapist and murderer who mutilated one of his victims so badly that the policeman who found her was put into therapy for two years. Suspected of up to 70 violent sexual attacks in South East London attributed to the unidentified ""Green Chain Rapist""."
Antonis Daglis,Greece,1992.0,1995.0,3.0,3.0,"""The Athens Ripper"". A serial rapist with antecedents for violence, Daglis upgraded to raping, strangling and dismembering three sex workers with a hacksaw in 1992, and tried to kill six more women. In his trial he claimed to hate all sex workers. Killed himself in prison in 1997."
